x0,x1
-4.455936317317968,6.797534262745096
2.066078555481767,7.347237618676125
-2.5692173714640285,4.381569876356002
-8.347707660153088,2.425431900576463
3.120152296766899,6.37832894814038
2.5622300421914765,-9.070961442857897
6.002893789791244,0.32047328621175986
0.12107034376197368,7.701259038983011
2.3089471281349745,-0.14634988227808599
-1.735153809200411,6.526589924237596
0.3952985497091692,-3.8725388205013793
4.283169920381187,1.2478463245298128
-2.5986626888041746,3.3716792478597566
3.8777917358119725,6.4757752354903015
-8.829862888548423,-3.630191721462084
9.860426393241614,9.717056623365956
4.260349520015239,5.648175955486347
-2.7151113379013867,4.323260748729662
4.871571559344262,3.7351851737505086
4.447661029092837,5.188492873929927
-5.407392571424332,-6.837413394078706
-6.723841757680176,-2.9458014641973858
-5.365686520823606,-6.467257328628587
-5.174887282362306,-8.757437276375303
-6.437516168625772,8.678016334821145
-5.5686955489603545,-7.280189309045924
-1.660731818785466,0.40308716369202546
5.284842170781496,2.753905879397294
-8.933247488066138,-4.223914335781142
1.7938620043028743,6.8403636627174205
-2.885992612474415,2.248262432544475
4.969599714623774,2.459064177659142
4.374484873410186,5.192464365679728
0.005638329097041206,7.648279421972817
-8.584466358873035,-7.165291349585457
2.184277957753384,-1.2630000916708433
-8.57828769520728,-3.715263634523805
-3.2127310250039893,4.580493077922254
-9.080330275893498,-6.495232167275649
1.6020987367547086,7.737301100503455
-1.8462586432253385,-2.132767676018082
-2.008463331649761,7.438789855057873
-2.830611474943946,2.846971422003027
8.750444168490688,5.632665731201861
-6.397379668464245,-3.6185304308770263
-0.9568881683203436,8.560973380078856
-8.206709317243215,-3.587958224520785
-5.817825027937788,0.9896483199179258
3.527902266115366,-0.010995098492468047
-5.201995245834658,-5.229530650945396
-7.800520064308582,-7.496041573116724
-4.702656149951729,-6.258854031758672
4.27439666917933,6.110922562566868
-3.134765289449435,8.245899061174388
-6.780067025869391,-3.931587678665748
5.093943493891065,4.086026994584831
3.490037701983008,6.942314747184937
2.2248212593206538,-0.20538356359931165
4.663659768602938,2.8149095057275053
4.51149261787501,5.152738409470039
-8.698234745448847,-6.892389184074823
0.9017943526624715,-0.6923436035966107
-1.828042530867925,-0.04434079736195784
-1.3239273339891184,-8.686052407606057
-1.4209419149016278,6.667687471570875
1.822676347786083,-0.012977969170547832
3.9659050986645052,0.9230056566235313
0.502613262729568,-0.8001068849369258
3.0898637683376577,-8.953455153541194
-8.334382060655521,-8.565800416598284
-6.455190344552079,-8.909614197518334
6.915054884000927,-0.04083605752624386
3.3357721206896165,7.328100755866323
-2.5665698554777503,3.5184769087622736
-8.531090996513516,-7.257248235249688
2.7574950445287953,4.927400147449262
-2.143824845680611,6.812843084043882
7.375910435176298,3.6779843817759676
-7.343879553711721,-7.783734657136167
-1.40697247887755,0.31506702185103164
-5.669614357091257,3.8400040910794004
-2.1246677391270157,5.573966363521735
0.7272255286346426,7.785094530319073
6.211351469464489,0.056638736940247014
0.545855145037005,-0.4165165333784545
-5.839126133826268,-5.117641219606356
-2.4325775286676077,2.637356227845199
5.5487943124804,2.5960609274627284
2.035433801173811,7.024997672598183
4.302849964248818,6.067986864336212
9.500147476971247,-6.225160445880784
-9.358139354605044,-6.249547492540572
1.937362657074703,-0.3212608199677345
